0;0;0;0;
1;230;81;119;
2;0;0;55;
3;0;0;205;
4;0;0;232;
5;0;2;240;
6;0;3;20;
7;0;3;170;
8;0;3;225;
9;0;4;248;
10;0;6;85;
11;0;6;135;
12;0;6;190;
13;0;8;244;
14;0;9;155;
15;0;9;200;
16;0;10;232;
17;0;12;15;
18;0;12;165;
19;0;12;240;
20;0;14;248;
21;0;15;80;
22;0;15;130;
23;0;15;185;
24;0;15;236;
25;0;17;244;
26;0;18;45;
27;0;18;150;
28;0;19;240;
29;0;20;248;
30;0;21;10;
31;0;21;65;
32;0;21;215;
33;0;22;236;
34;0;23;244;
35;0;24;30;
36;0;24;75;
37;0;24;180;
38;0;27;40;
39;0;27;95;
40;0;27;145;
41;0;27;248;
42;0;28;236;
43;0;29;244;
44;0;30;5;
45;0;30;60;
46;0;30;210;
47;0;31;232;
48;0;32;240;
49;0;33;25;
50;0;33;248;
51;0;34;236;
52;0;36;90;
53;0;36;195;
54;0;36;244;
55;0;37;232;
56;0;38;240;
57;0;39;55;
58;0;39;205;
59;0;39;248;
60;0;42;20;
61;0;42;170;
62;0;42;225;
63;0;45;85;
64;0;45;135;
65;0;45;190;
66;0;48;50;
67;0;48;155;
68;0;51;15;
69;0;51;70;
70;0;51;220;
71;0;54;35;
72;0;54;185;
73;0;57;0;
74;0;57;45;
75;0;57;150;
76;0;60;10;
77;0;60;65;
78;0;60;215;
79;0;63;30;
80;0;63;180;
81;0;66;95;
82;0;66;145;
83;0;66;200;
84;0;69;60;
85;0;69;165;
86;0;69;210;
87;0;72;25;
88;0;72;130;
89;0;72;175;
90;0;75;90;
91;0;75;140;
92;0;78;55;
93;0;78;160;
94;0;81;20;
95;0;81;75;
96;0;81;225;
97;0;84;40;
98;0;84;85;
99;0;84;190;
100;0;87;5;
101;0;87;50;
102;0;87;155;
103;0;90;15;
104;0;90;70;
105;0;90;220;
106;0;93;35;
107;0;93;185;
108;0;96;0;
109;0;96;150;
110;0;96;205;
111;0;99;65;
112;0;99;170;
113;0;102;30;
114;0;102;135;
115;0;105;95;
116;0;105;145;
117;0;105;200;
118;0;108;60;
119;0;108;165;
120;0;111;25;
121;0;111;80;
122;0;111;130;
123;0;114;45;
124;0;114;90;
125;0;114;195;
126;0;117;10;
127;0;117;55;
128;0;120;20;
129;0;120;75;
130;0;120;225;
131;0;123;40;
132;0;123;190;
133;0;126;5;
134;0;126;155;
135;0;126;210;
136;0;129;70;
137;0;129;175;
138;0;129;220;
139;0;132;35;
140;0;132;185;
141;0;135;0;
142;0;135;150;
143;0;135;205;
144;0;138;170;
145;0;141;30;
146;0;141;85;
147;0;144;50;
148;0;144;95;
149;0;144;200;
150;0;147;15;
151;0;147;60;
152;0;147;165;
153;0;150;25;
154;0;150;80;
155;0;150;130;
156;0;153;45;
157;0;153;195;
158;0;156;160;
159;0;156;215;
160;0;159;75;
161;0;159;180;
162;0;159;225;
163;0;162;40;
164;0;162;145;
165;0;162;190;
166;0;165;5;
167;0;165;155;
168;0;168;70;
169;0;168;175;
170;0;171;35;
171;0;171;90;
172;0;171;140;
173;0;174;0;
174;0;174;205;
175;0;177;20;
176;0;177;65;
177;0;177;170;
178;0;180;30;
179;0;180;85;
180;0;180;135;
181;0;183;50;
182;0;183;200;
183;0;186;15;
184;0;186;165;
185;0;186;220;
186;0;189;80;
187;0;189;185;
188;0;192;45;
189;0;192;150;
190;0;192;195;
191;0;195;10;
192;0;195;160;
193;0;198;75;
194;0;198;180;
195;0;201;40;
196;0;201;145;
197;0;204;5;
198;0;204;60;
199;0;204;210;
200;0;207;25;
201;0;207;70;
202;0;207;175;
